pokedex_number,name,generation,type1,type2,against_normal,against_grass,against_fire,against_water,against_electric,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,hp,attack,defense,sp_attack,sp_defense,speed,height_m,weight_kg,is_legendary,base_egg_steps,capture_rate,experience_growth
777,Togedemaru,7,electric,steel,0.5,0.5,2,1,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,65,98,63,40,73,96,0.3,3.3,0,2560,180,1000000
778,Mimikyu,7,ghost,fairy,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,55,90,80,50,105,96,0.2,0.7,0,5120,45,1000000
779,Bruxish,7,water,psychic,1,2,0.5,0.5,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,68,105,70,70,70,92,0.9,19.0,0,3840,80,1000000
780,Drampa,7,normal,dragon,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,78,60,85,135,91,36,3.0,185.0,0,5120,70,1000000
781,Dhelmise,7,ghost,grass,0,0.5,2,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,70,131,100,86,90,40,3.9,210.0,0,6400,25,1000000
782,Jangmo-o,7,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,45,55,65,45,45,45,0.6,29.7,0,10240,45,1250000
783,Hakamo-o,7,dragon,fighting,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,55,75,90,65,70,65,1.2,47.0,0,10240,45,1250000
784,Kommo-o,7,dragon,fighting,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,75,110,125,100,105,85,1.6,78.2,0,10240,45,1250000
785,Tapu Koko,7,electric,fairy,1,1,1,1,0.5,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,70,115,85,95,75,130,1.8,20.5,1,3840,3,1250000
786,Tapu Lele,7,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,70,85,75,130,115,95,1.2,18.6,1,3840,3,1250000
787,Tapu Bulu,7,grass,fairy,1,0.5,2,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,70,130,115,85,95,75,1.9,45.5,1,3840,3,1250000
788,Tapu Fini,7,water,fairy,1,2,0.5,0.5,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,70,75,115,95,130,85,1.3,21.2,1,3840,3,1250000
789,Cosmog,7,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,43,29,31,29,31,37,0.2,0.1,1,30720,45,1250000
790,Cosmoem,7,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,43,29,131,29,131,37,0.1,999.9,1,30720,45,1250000
791,Solgaleo,7,psychic,steel,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,137,137,107,113,89,97,3.4,230.0,1,30720,45,1250000
792,Lunala,7,psychic,ghost,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,137,113,89,137,107,97,4.0,120.0,1,30720,45,1250000
793,Nihilego,7,rock,poison,0.5,1,0.5,2,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,109,53,47,127,131,103,1.2,55.5,1,30720,45,1250000
794,Buzzwole,7,bug,fighting,1,0.5,2,1,1,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,107,139,139,53,53,79,2.4,333.6,1,30720,25,1250000
795,Pheromosa,7,bug,fighting,1,0.5,2,1,1,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,71,137,37,137,37,151,1.8,25.0,1,30720,255,1250000
796,Xurkitree,7,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,83,89,71,173,71,83,3.8,100.0,1,30720,30,1250000
797,Celesteela,7,steel,flying,0.5,0.25,2,1,2,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,97,101,103,107,101,61,9.2,999.9,1,30720,25,1250000
798,Kartana,7,grass,steel,0.5,0.25,4,0.5,0.5,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,59,181,131,59,31,109,0.3,0.1,1,30720,255,1250000
799,Guzzlord,7,dark,dragon,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,223,101,53,97,53,43,5.5,888.0,1,30720,15,1250000
800,Necrozma,7,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,97,107,101,127,89,79,2.4,230.0,1,30720,3,1250000
800,Dusk Mane Necrozma,7,psychic,steel,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,97,157,127,113,109,77,3.9,460.0,1,30720,3,1250000
800,Dawn Wings Necrozma,7,psychic,ghost,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,97,113,109,157,127,77,4.2,350.0,1,30720,3,1250000
800,Ultra Necrozma,7,psychic,dragon,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,97,167,97,167,97,129,7.5,230.0,1,30720,3,1250000
801,Magearna,7,steel,fairy,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,80,95,115,130,115,65,1.0,80.5,1,30720,3,1250000
802,Marshadow,7,fighting,ghost,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,90,125,80,90,90,125,0.7,22.2,1,30720,3,1250000
803,Poipole,7,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,67,73,67,73,67,73,0.6,1.8,1,30720,45,1250000
804,Naganadel,7,poison,dragon,1,0.25,0.5,0.5,0.5,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,73,73,73,127,73,121,3.6,150.0,1,30720,45,1250000
805,Stakataka,7,rock,steel,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,61,131,211,53,101,13,5.5,820.0,1,30720,30,1250000
806,Blacephalon,7,fire,ghost,0,0.5,0.5,2,1,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,53,127,53,151,79,107,1.8,13.0,1,30720,30,1250000
807,Zeraora,7,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,88,112,75,102,80,143,1.5,44.5,1,30720,3,1250000
808,Meltan,7,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,46,65,65,55,35,34,0.2,8.0,1,30720,3,1250000
809,Melmetal,7,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,135,143,143,80,65,34,2.5,800.0,1,30720,3,1250000
810,Grookey,8,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,50,65,50,40,40,65,0.3,5.0,0,5120,45,1059860
811,Thwackey,8,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,70,85,70,55,60,80,0.7,14.0,0,5120,45,1059860
812,Rillaboom,8,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,100,125,90,60,70,85,2.1,90.0,0,5120,45,1059860
813,Scorbunny,8,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,50,71,40,40,40,69,0.3,4.5,0,5120,45,1059860
814,Raboot,8,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,65,86,60,55,60,94,0.6,9.0,0,5120,45,1059860
815,Cinderace,8,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,80,116,75,65,75,119,1.4,33.0,0,5120,45,1059860
816,Sobble,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,40,40,70,40,70,0.3,4.0,0,5120,45,1059860
817,Drizzile,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,65,60,55,95,55,90,0.7,11.5,0,5120,45,1059860
818,Inteleon,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,70,85,65,125,65,120,1.9,45.2,0,5120,45,1059860
819,Skwovet,8,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,70,55,55,35,35,25,0.3,2.5,0,5120,255,1000000
820,Greedent,8,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,120,95,95,55,75,20,0.6,6.0,0,5120,90,1000000
821,Rookidee,8,flying,,1,0.5,1,1,2,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,38,47,35,33,35,57,0.2,1.8,0,3840,255,1059860
822,Corvisquire,8,flying,,1,0.5,1,1,2,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,68,67,55,43,55,77,0.8,16.0,0,3840,120,1059860
823,Corviknight,8,flying,steel,0.5,0.25,2,1,2,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,98,87,105,53,85,67,2.2,75.0,0,3840,45,1059860
824,Blipbug,8,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,25,20,20,25,45,45,0.4,8.0,0,3840,255,1000000
825,Bottler,8,bug,psychic,1,0.5,2,1,1,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,50,35,80,50,90,30,0.4,19.5,0,3840,120,1000000
826,Orbeetle,8,bug,psychic,1,0.5,2,1,1,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,60,45,110,80,120,90,0.4,40.8,0,3840,45,1000000
827,Nickit,8,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,40,28,28,47,52,50,0.6,8.9,0,3840,255,800000
828,Thievul,8,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,70,58,58,87,92,90,1.2,19.9,0,3840,127,800000
829,Gossifleur,8,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,40,40,60,40,60,10,0.4,2.2,0,5120,190,1000000
830,Eldegoss,8,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,60,50,90,80,120,60,0.5,2.5,0,5120,75,1000000
831,Wooloo,8,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,42,40,55,40,45,48,0.6,6.0,0,3840,255,1000000
832,Dubwool,8,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,72,80,100,60,90,88,1.3,43.0,0,3840,127,1000000
833,Chewtle,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,64,50,38,38,44,0.3,8.5,0,5120,255,1000000
834,Drednaw,8,water,rock,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,90,115,90,48,68,74,1.0,115.5,0,5120,75,1000000
835,Yamper,8,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,59,45,50,40,50,26,0.3,13.5,0,5120,255,800000
836,Boltund,8,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,69,90,60,90,60,121,1.0,34.0,0,5120,45,800000
837,Rolycoly,8,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,30,40,50,40,50,30,0.3,12.0,0,3840,255,1059860
838,Carkol,8,rock,fire,0.5,1,0.25,4,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,80,60,90,60,70,50,1.1,78.0,0,3840,120,1059860
839,Coalossal,8,rock,fire,0.5,1,0.25,4,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,110,80,120,80,90,30,2.8,310.5,0,3840,45,1059860
840,Applin,8,grass,dragon,1,0.25,1,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,40,40,80,40,40,20,0.2,0.5,0,5120,255,600000
841,Flapple,8,grass,dragon,1,0.25,1,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,70,110,80,95,60,70,0.3,1.0,0,5120,45,600000
842,Appletun,8,grass,dragon,1,0.25,1,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,110,85,80,100,80,30,0.4,13.0,0,5120,45,600000
843,Silicobra,8,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,52,57,75,35,50,46,2.2,7.6,0,5120,255,1000000
844,Dunaconda,8,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,72,107,125,65,70,71,3.8,65.5,0,5120,120,1000000
845,Cramorant,8,flying,water,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,70,85,55,85,95,85,0.8,18.0,0,5120,45,1000000
846,Arrokuda,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,41,63,40,40,30,66,0.5,1.0,0,5120,255,1250000
847,Barraskewda,8,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,61,123,60,60,50,136,1.3,30.0,0,5120,255,1250000
848,Toxel,8,electric,poison,1,0.5,1,1,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,40,38,35,54,35,40,0.4,11.0,0,6400,75,1059860
849,Toxtricity,8,electric,poison,1,0.5,1,1,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,75,98,70,114,70,75,1.6,40.0,0,6400,45,1059860
850,Sizzlipede,8,fire,bug,1,0.25,1,2,1,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,50,65,45,50,50,45,0.7,1.0,0,5120,190,1000000
851,Centiskorch,8,fire,bug,1,0.25,1,2,1,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,100,115,65,90,90,65,3.0,120.0,0,5120,75,1000000
852,Clobbopus,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,50,68,60,50,50,32,0.6,4.0,0,6400,180,1059860
853,Grapploct,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,80,118,90,70,80,42,1.6,39.0,0,6400,45,1059860
854,Sinistea,8,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,40,45,45,74,54,50,0.1,0.2,0,5120,120,1000000
855,Polteageist,8,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,60,65,65,134,114,70,0.2,0.4,0,5120,60,1000000
856,Hatenna,8,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,42,30,45,56,53,39,0.4,3.4,0,5120,235,1250000
857,Hattrem,8,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,57,40,65,86,73,49,0.6,4.8,0,5120,120,1250000
858,Hatterene,8,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,57,90,95,136,103,29,2.1,5.1,0,5120,45,1250000
859,Impidimp,8,dark,fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,45,45,30,55,40,50,0.4,5.5,0,5120,255,1000000
860,Morgrem,8,dark,fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,65,60,45,75,55,70,0.8,12.5,0,5120,120,1000000
861,Grimmsnarl,8,dark,fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,95,120,65,95,75,60,1.5,61.0,0,5120,45,1000000
862,Obstagoon,8,dark,normal,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,93,90,101,60,81,95,1.6,46.0,0,3840,45,1000000
863,Perrserker,8,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,70,110,100,50,60,50,0.8,28.0,0,5120,90,1000000
864,Cursola,8,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,60,95,50,145,130,30,1.0,0.4,0,5120,60,800000
865,Sirfetch'd,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,62,135,95,68,82,65,0.8,117.0,0,5120,45,1000000
866,Mr. Rime,8,ice,fairy,1,1,2,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,80,85,75,110,100,70,1.5,58.2,0,6400,45,1000000
867,Runerigus,8,ground,ghost,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,58,95,145,50,105,30,1.6,66.6,0,6400,90,1000000
868,Milcery,8,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,45,40,40,50,61,34,0.2,0.3,0,5120,200,1000000
869,Alcremie,8,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,65,60,75,110,121,64,0.3,0.5,0,5120,100,1000000
870,Falinks,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,65,100,100,70,60,75,3.0,62.0,0,6400,45,1000000
871,Pincurchin,8,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,48,101,95,91,85,15,0.3,1.0,0,5120,75,1000000
872,Snom,8,ice,bug,1,0.5,4,1,1,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,30,25,35,45,30,20,0.3,3.8,0,5120,190,1000000
873,Frosmoth,8,ice,bug,1,0.5,4,1,1,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,70,65,60,125,90,65,1.3,42.0,0,5120,75,1000000
874,Stonjourner,8,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,100,125,135,20,20,70,2.5,520.0,0,6400,60,1250000
875,Eiscue,8,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,75,80,110,65,90,50,1.4,89.0,0,6400,60,1250000
876,Female Indeedee,8,psychic,normal,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,70,55,65,95,105,85,0.9,28.0,0,10280,30,800000
876,Male Indeedee,8,psychic,normal,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,60,65,55,105,95,95,0.9,28.0,0,10280,30,800000
877,Morpeko,8,electric,dark,1,1,1,1,0.5,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2,58,95,58,70,58,97,0.3,3.0,0,2560,180,1000000
878,Cufant,8,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,72,80,49,40,49,40,1.2,100.0,0,6400,190,1000000
879,Copperajah,8,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,122,130,69,80,69,30,3.0,650.0,0,6400,90,1000000
880,Dracozolt,8,electric,dragon,1,0.5,0.5,0.5,0.25,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,90,100,90,80,70,75,1.8,190.0,0,8960,45,1250000
881,Arctozolt,8,electric,ice,1,1,2,1,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1,90,100,90,90,80,55,2.3,150.0,0,8960,45,1250000
882,Dracovish,8,water,dragon,1,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,90,90,100,70,80,75,2.3,215.0,0,8960,45,1250000
883,Arctovish,8,water,ice,1,2,1,0.5,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,90,90,100,80,90,55,2.0,175.0,0,8960,45,1250000
884,Duraludon,8,steel,dragon,0.5,0.25,1,0.5,0.5,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,70,95,115,120,50,85,1.8,40.0,0,7680,45,1000000
885,Dreepy,8,dragon,ghost,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,28,60,30,40,30,82,0.5,2.0,0,10240,45,1250000
886,Drakloak,8,dragon,ghost,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,68,80,50,60,50,102,1.4,11.0,0,10240,45,1250000
887,Dragapult,8,dragon,ghost,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,88,120,75,100,75,142,3.0,50.0,0,10240,45,1250000
888,Hero Zacian,8,fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,92,130,115,80,115,138,2.8,110.0,1,30720,10,1250000
888,Crowned Zacian,8,fairy,steel,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,92,170,115,80,115,148,2.8,355.0,1,30720,10,1250000
889,Hero Zamazenta,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,92,130,115,80,115,138,2.9,210.0,1,30720,10,1250000
889,Crowned Zamazenta,8,fighting,steel,0.5,0.5,2,1,1,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,92,130,145,80,145,128,2.9,785.0,1,30720,10,1250000
890,Eternatus,8,poison,dragon,1,0.25,0.5,0.5,0.5,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,140,85,95,145,95,130,20.0,950.0,1,30720,255,1250000
891,Kubfu,8,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,60,90,60,53,50,72,0.6,12.0,1,30720,3,1250000
892,Single Strike Urshifu,8,fighting,dark,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,100,130,100,63,60,97,1.9,105.0,1,30720,3,1250000
892,Rapide Strike Urshifu,8,fighting,water,1,2,0.5,0.5,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,100,130,100,63,60,97,1.9,105.0,1,30720,3,1250000
893,Zarude,8,dark,grass,1,0.5,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,105,120,105,70,95,105,1.8,70.0,1,30720,3,1250000
894,Regieleki,8,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,80,100,50,100,50,200,1.2,145.0,1,30720,3,1250000
895,Regidrago,8,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,200,100,50,100,50,80,2.1,200.0,1,30720,3,1250000
896,Glastrier,8,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,100,145,130,65,110,30,2.2,800.0,1,30720,3,1250000
897,Spectrier,8,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,100,65,60,145,80,130,2.0,44.5,1,30720,3,1250000
898,Calyrex,8,psychic,grass,1,0.5,2,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,100,80,80,80,80,80,1.1,7.7,1,30720,3,1250000
898,Ice Rider Calyrex,8,psychic,ice,1,1,2,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,100,165,150,85,130,50,2.4,809.1,1,30720,3,1250000
898,Shadow Rider Calyrex,8,psychic,ghost,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,100,85,80,165,100,150,2.4,53.6,1,30720,3,1250000
899,Wyrdeer,8,normal,psychic,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,103,105,72,105,75,65,1.8,95.1,0,5120,45,1250000
900,Kleavor,8,bug,rock,0.5,1,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,70,135,95,45,70,85,1.8,89.0,0,6400,15,1000000
901,Ursaluna,8,ground,normal,1,2,1,2,0,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,130,140,105,45,80,50,2.4,290.0,0,5120,20,1000000
902,Male Basculegion,8,water,ghost,0,2,0.5,0.5,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,120,112,65,80,75,78,3.0,110.0,0,10280,45,1000000
902,Female Basculegion,8,water,ghost,0,2,0.5,0.5,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,120,92,65,100,75,78,3.0,110.0,0,10280,45,1000000
903,Sneasler,8,fighting,poison,1,0.5,1,1,1,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,80,130,60,40,80,120,1.3,43.0,0,5120,20,1059860
904,Overqwil,8,dark,poison,1,0.5,1,1,1,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,85,115,95,65,65,85,2.5,60.5,0,5120,45,1000000
905,Enamorus,8,fairy,flying,1,0.5,1,1,2,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,74,115,70,135,80,106,1.6,48.0,1,5120,3,1250000
905,Therian Enamorus,8,fairy,flying,1,0.5,1,1,2,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,74,115,110,135,100,46,1.6,48.0,1,5120,3,1250000
906,Sprigatito,9,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,50,61,54,45,45,65,0.4,4.1,0,5120,45,1059860
907,Floragato,9,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,61,80,63,60,63,83,0.9,12.2,0,5120,45,1059860
908,Meowscarada,9,grass,dark,1,0.5,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,76,110,70,81,70,123,1.5,31.2,0,5120,45,1059860
909,Fuecoco,9,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,67,45,59,63,40,36,0.4,9.8,0,5120,45,1059860
910,Crocalor,9,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,81,55,78,90,58,79,1.0,30.7,0,5120,45,1059860
911,Skeledirge,9,fire,ghost,0,0.5,0.5,2,1,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,104,75,100,110,75,66,1.6,326.5,0,5120,45,1059860
912,Quaxly,9,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,65,45,50,45,50,0.5,6.1,0,5120,45,1059860
913,Quaxwell,9,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,70,85,65,65,60,65,1.2,21.5,0,5120,45,1059860
914,Quaquaval,9,water,fighting,1,2,0.5,0.5,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,85,120,80,85,75,85,1.8,61.9,0,5120,45,1059860
915,Lechonk,9,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,54,45,40,35,45,35,0.5,10.2,0,3840,255,1000000
